,YEAR,LOCATION,STATE_FIPS,COUNTY_FIPS,YIELD,AREA,TOTAL_YIELD
2191,2019,"NORTH CAROLINA, SOUTHERN COASTAL, SAMPSON",37,163,85.0,37300,3170500.0
2192,2019,"NORTH CAROLINA, SOUTHERN PIEDMONT, CABARRUS",37,25,130.0,4200,546000.0
2193,2019,"NORTH CAROLINA, SOUTHERN PIEDMONT, CLEVELAND",37,45,119.0,4200,499800.0
2194,2019,"NORTH CAROLINA, SOUTHERN PIEDMONT, STANLY",37,167,108.0,12000,1296000.0
2195,2019,"NORTH CAROLINA, SOUTHERN PIEDMONT, UNION",37,179,100.0,32800,3280000.0
2196,2019,"NORTH CAROLINA, WESTERN MOUNTAIN, BUNCOMBE",37,21,146.0,400,58400.0
2197,2019,"NORTH CAROLINA, WESTERN MOUNTAIN, BURKE",37,23,104.0,1000,104000.0
2198,2019,"NORTH CAROLINA, WESTERN MOUNTAIN, CHEROKEE",37,39,204.0,750,153000.0
2199,2019,"NORTH CAROLINA, WESTERN MOUNTAIN, RUTHERFORD",37,161,106.0,650,68900.0
2200,2019,"NORTH DAKOTA, CENTRAL, FOSTER",38,31,135.1,65400,8835540.0
2201,2019,"NORTH DAKOTA, CENTRAL, KIDDER",38,43,131.6,33800,4448080.0
2202,2019,"NORTH DAKOTA, CENTRAL, SHERIDAN",38,83,105.6,21100,2228160.0
2203,2019,"NORTH DAKOTA, CENTRAL, STUTSMAN",38,93,127.4,208500,26562900.0
2204,2019,"NORTH DAKOTA, EAST CENTRAL, CASS",38,17,148.8,280500,41738400.0
2205,2019,"NORTH DAKOTA, EAST CENTRAL, STEELE",38,91,138.8,82600,11464880.000000002
2206,2019,"NORTH DAKOTA, EAST CENTRAL, TRAILL",38,97,135.9,105300,14310270.0
2207,2019,"NORTH DAKOTA, NORTH CENTRAL, ROLETTE",38,79,93.1,10100,940310.0
2208,2019,"NORTH DAKOTA, NORTHEAST, CAVALIER",38,19,111.1,2700,299970.0
2209,2019,"NORTH DAKOTA, NORTHEAST, GRAND FORKS",38,35,147.8,125700,18578460.0
2210,2019,"NORTH DAKOTA, NORTHWEST, MOUNTRAIL",38,61,108.3,3000,324900.0
2211,2019,"NORTH DAKOTA, NORTHWEST, WARD",38,101,92.4,35900,3317160.0
2212,2019,"NORTH DAKOTA, SOUTH CENTRAL, BURLEIGH",38,15,122.7,78400,9619680.0
2213,2019,"NORTH DAKOTA, SOUTHEAST, LA MOURE",38,45,141.1,124600,17581060.0
2214,2019,"NORTH DAKOTA, SOUTHEAST, RICHLAND",38,77,153.0,268500,41080500.0
2215,2019,"NORTH DAKOTA, SOUTHEAST, SARGENT",38,81,156.3,109200,17067960.0
2216,2019,"NORTH DAKOTA, SOUTHWEST, BILLINGS",38,7,94.9,1580,149942.0
2217,2019,"NORTH DAKOTA, SOUTHWEST, HETTINGER",38,41,90.3,28800,2600640.0
2218,2019,"NORTH DAKOTA, SOUTHWEST, SLOPE",38,87,84.2,13600,1145120.0
2219,2019,"NORTH DAKOTA, WEST CENTRAL, MCKENZIE",38,53,96.7,3600,348120.0
2220,2019,"NORTH DAKOTA, WEST CENTRAL, MCLEAN",38,55,129.0,73300,9455700.0
2221,2019,"OHIO, CENTRAL, DELAWARE",39,41,135.5,31000,4200500.0
2222,2019,"OHIO, CENTRAL, FAIRFIELD",39,45,173.4,62000,10750800.0
2223,2019,"OHIO, CENTRAL, FAYETTE",39,47,167.7,80500,13499850.0
2224,2019,"OHIO, CENTRAL, FRANKLIN",39,49,154.8,15500,2399400.0
2225,2019,"OHIO, CENTRAL, KNOX",39,83,165.4,52000,8600800.0
2226,2019,"OHIO, CENTRAL, MADISON",39,97,166.3,83000,13802900.000000002
2227,2019,"OHIO, CENTRAL, MARION",39,101,164.4,52000,8548800.0
2228,2019,"OHIO, CENTRAL, PICKAWAY",39,129,162.9,89000,14498100.0
2229,2019,"OHIO, CENTRAL, ROSS",39,141,174.5,47000,8201500.0
2230,2019,"OHIO, CENTRAL, UNION",39,159,148.4,46500,6900600.0
2231,2019,"OHIO, EAST CENTRAL, BELMONT",39,13,100.0,100,10000.0
2232,2019,"OHIO, EAST CENTRAL, CARROLL",39,19,100.0,9500,950000.0
2233,2019,"OHIO, EAST CENTRAL, COSHOCTON",39,31,147.4,23400,3449160.0
2234,2019,"OHIO, EAST CENTRAL, HARRISON",39,67,150.0,3800,570000.0
2235,2019,"OHIO, EAST CENTRAL, HOLMES",39,75,146.5,15700,2300050.0
2236,2019,"OHIO, EAST CENTRAL, JEFFERSON",39,81,155.0,2000,310000.0
2237,2019,"OHIO, EAST CENTRAL, TUSCARAWAS",39,157,152.4,14500,2209800.0
2238,2019,"OHIO, NORTH CENTRAL, ASHLAND",39,5,145.7,35000,5099500.0
2239,2019,"OHIO, NORTH CENTRAL, CRAWFORD",39,33,178.9,64000,11449600.0
2240,2019,"OHIO, NORTH CENTRAL, ERIE",39,43,175.6,20500,3599800.0
2241,2019,"OHIO, NORTH CENTRAL, RICHLAND",39,139,163.0,33000,5379000.0
2242,2019,"OHIO, NORTH CENTRAL, SANDUSKY",39,143,180.6,49000,8849400.0
2243,2019,"OHIO, NORTH CENTRAL, SENECA",39,147,167.4,46000,7700400.0
2244,2019,"OHIO, NORTH CENTRAL, WYANDOT",39,175,163.2,43500,7099199.999999999
2245,2019,"OHIO, NORTHEAST, ASHTABULA",39,7,170.4,13500,2300400.0
2246,2019,"OHIO, NORTHEAST, COLUMBIANA",39,29,133.7,17500,2339750.0
2247,2019,"OHIO, NORTHEAST, MAHONING",39,99,134.8,11500,1550200.0000000002
2248,2019,"OHIO, NORTHEAST, MEDINA",39,103,172.6,11300,1950380.0
2249,2019,"OHIO, NORTHEAST, PORTAGE",39,133,145.8,12000,1749600.0000000002
2250,2019,"OHIO, NORTHEAST, STARK",39,151,154.0,25000,3850000.0
2251,2019,"OHIO, NORTHEAST, TRUMBULL",39,155,163.3,15000,2449500.0
2252,2019,"OHIO, NORTHEAST, WAYNE",39,169,156.6,44000,6890400.0
2253,2019,"OHIO, NORTHWEST, DEFIANCE",39,39,160.0,7000,1120000.0
2254,2019,"OHIO, NORTHWEST, FULTON",39,51,176.6,35000,6181000.0
2255,2019,"OHIO, NORTHWEST, LUCAS",39,95,182.6,11500,2099900.0
2256,2019,"OHIO, NORTHWEST, PUTNAM",39,137,169.5,41000,6949500.0
2257,2019,"OHIO, NORTHWEST, VAN WERT",39,161,181.3,48000,8702400.0
2258,2019,"OHIO, NORTHWEST, WILLIAMS",39,171,156.3,16000,2500800.0
2259,2019,"OHIO, SOUTH CENTRAL, ADAMS",39,1,158.1,15500,2450550.0
2260,2019,"OHIO, SOUTH CENTRAL, BROWN",39,15,176.2,21000,3700199.9999999995
2261,2019,"OHIO, SOUTH CENTRAL, GALLIA",39,53,150.0,3200,480000.0
2262,2019,"OHIO, SOUTH CENTRAL, HIGHLAND",39,71,173.8,37000,6430600.0
2263,2019,"OHIO, SOUTH CENTRAL, JACKSON",39,79,140.7,2700,379889.99999999994
2264,2019,"OHIO, SOUTH CENTRAL, LAWRENCE",39,87,127.3,1100,140030.0
2265,2019,"OHIO, SOUTH CENTRAL, PIKE",39,131,148.1,13500,1999350.0
2266,2019,"OHIO, SOUTH CENTRAL, SCIOTO",39,145,157.8,9000,1420200.0
2267,2019,"OHIO, SOUTHEAST, ATHENS",39,9,164.0,2500,410000.0
2268,2019,"OHIO, SOUTHEAST, GUERNSEY",39,59,136.7,3000,410099.99999999994
2269,2019,"OHIO, SOUTHEAST, MEIGS",39,105,143.5,2300,330050.0
2270,2019,"OHIO, SOUTHEAST, MORGAN",39,115,128.6,3500,450100.0
2271,2019,"OHIO, SOUTHEAST, MUSKINGUM",39,119,179.4,18000,3229200.0
2272,2019,"OHIO, SOUTHEAST, NOBLE",39,121,137.5,400,55000.0
2273,2019,"OHIO, SOUTHEAST, WASHINGTON",39,167,169.7,7500,1272750.0
2274,2019,"OHIO, SOUTHWEST, CLERMONT",39,25,170.4,13500,2300400.0
2275,2019,"OHIO, SOUTHWEST, CLINTON",39,27,185.5,72500,13448750.0
2276,2019,"OHIO, SOUTHWEST, GREENE",39,57,178.8,59000,10549200.0
2277,2019,"OHIO, SOUTHWEST, MONTGOMERY",39,113,167.2,33800,5651360.0
2278,2019,"OHIO, SOUTHWEST, PREBLE",39,135,179.6,77400,13901040.0
2279,2019,"OHIO, SOUTHWEST, WARREN",39,165,167.4,21800,3649320.0
2280,2019,"OHIO, WEST CENTRAL, AUGLAIZE",39,11,160.9,46000,7401400.0
2281,2019,"OHIO, WEST CENTRAL, CHAMPAIGN",39,21,148.1,81000,11996100.0
2282,2019,"OHIO, WEST CENTRAL, CLARK",39,23,154.4,57000,8800800.0
2283,2019,"OHIO, WEST CENTRAL, DARKE",39,37,160.6,109000,17505400.0
2284,2019,"OHIO, WEST CENTRAL, HARDIN",39,65,138.1,42000,5800200.0
2285,2019,"OHIO, WEST CENTRAL, LOGAN",39,91,131.9,47000,6199300.0
2286,2019,"OHIO, WEST CENTRAL, MERCER",39,107,176.7,73000,12899100.0
2287,2019,"OHIO, WEST CENTRAL, MIAMI",39,109,151.6,64000,9702400.0
2288,2019,"OHIO, WEST CENTRAL, SHELBY",39,149,159.0,61000,9699000.0
2289,2019,"OKLAHOMA, CENTRAL, GRADY",40,51,105.8,2600,275080.0
2290,2019,"OKLAHOMA, CENTRAL, MCCLAIN",40,87,135.5,4400,596200.0
2291,2019,"OKLAHOMA, EAST CENTRAL, HUGHES",40,63,133.3,600,79980.0
2292,2019,"OKLAHOMA, EAST CENTRAL, MUSKOGEE",40,101,128.4,4400,564960.0
2293,2019,"OKLAHOMA, NORTH CENTRAL, GARFIELD",40,47,66.0,20000,1320000.0
2294,2019,"OKLAHOMA, NORTH CENTRAL, GRANT",40,53,54.3,10500,570150.0
2295,2019,"OKLAHOMA, NORTH CENTRAL, KAY",40,71,75.3,24000,1807200.0
2296,2019,"OKLAHOMA, NORTH CENTRAL, MAJOR",40,93,174.4,5000,872000.0
2297,2019,"OKLAHOMA, NORTH CENTRAL, NOBLE",40,103,52.5,12000,630000.0
2298,2019,"OKLAHOMA, NORTHEAST, CRAIG",40,35,83.3,3000,249900.0
2299,2019,"OKLAHOMA, NORTHEAST, OTTAWA",40,115,107.8,9000,970200.0
2300,2019,"OKLAHOMA, NORTHEAST, ROGERS",40,131,90.0,900,81000.0
2301,2019,"OKLAHOMA, NORTHEAST, WAGONER",40,145,71.4,3500,249900.00000000003
2302,2019,"OKLAHOMA, NORTHEAST, WASHINGTON",40,147,82.1,700,57469.99999999999
2303,2019,"OKLAHOMA, WEST CENTRAL, CUSTER",40,39,132.9,2100,279090.0
2304,2019,"PENNSYLVANIA, CENTRAL, CENTRE",42,27,154.8,25600,3962880.0000000005
2305,2019,"PENNSYLVANIA, CENTRAL, COLUMBIA",42,37,132.8,17500,2324000.0
2306,2019,"PENNSYLVANIA, CENTRAL, DAUPHIN",42,43,132.5,17600,2332000.0
2307,2019,"PENNSYLVANIA, CENTRAL, HUNTINGDON",42,61,139.9,15800,2210420.0
2308,2019,"PENNSYLVANIA, CENTRAL, JUNIATA",42,67,135.1,16900,2283190.0
2309,2019,"PENNSYLVANIA, CENTRAL, MIFFLIN",42,87,155.2,14500,2250400.0
2310,2019,"PENNSYLVANIA, CENTRAL, MONTOUR",42,93,123.5,7100,876850.0
2311,2019,"PENNSYLVANIA, CENTRAL, NORTHUMBERLAND",42,97,163.0,33200,5411600.0
2312,2019,"PENNSYLVANIA, CENTRAL, PERRY",42,99,130.4,15600,2034240.0
2313,2019,"PENNSYLVANIA, CENTRAL, SNYDER",42,109,155.4,19000,2952600.0
2314,2019,"PENNSYLVANIA, CENTRAL, UNION",42,119,160.9,11500,1850350.0
2315,2019,"PENNSYLVANIA, EAST CENTRAL, CARBON",42,25,131.1,2350,308085.0
2316,2019,"PENNSYLVANIA, EAST CENTRAL, LEHIGH",42,77,167.7,21500,3605549.9999999995
2317,2019,"PENNSYLVANIA, EAST CENTRAL, LUZERNE",42,79,139.2,8900,1238880.0
2318,2019,"PENNSYLVANIA, EAST CENTRAL, NORTHAMPTON",42,95,163.7,22000,3601399.9999999995
2319,2019,"PENNSYLVANIA, EAST CENTRAL, SCHUYLKILL",42,107,140.8,21700,3055360.0000000005
2320,2019,"PENNSYLVANIA, NORTH CENTRAL, BRADFORD",42,15,113.2,14800,1675360.0
2321,2019,"PENNSYLVANIA, NORTH CENTRAL, CLINTON",42,35,134.4,6100,819840.0
2322,2019,"PENNSYLVANIA, NORTH CENTRAL, LYCOMING",42,81,125.0,20700,2587500.0
2323,2019,"PENNSYLVANIA, NORTH CENTRAL, SULLIVAN",42,113,139.4,1700,236980.0
2324,2019,"PENNSYLVANIA, NORTH CENTRAL, TIOGA",42,117,130.3,6770,882131.0000000001
2325,2019,"PENNSYLVANIA, NORTHEASTERN, LACKAWANNA",42,69,102.9,350,36015.0
2326,2019,"PENNSYLVANIA, NORTHEASTERN, WAYNE",42,127,123.3,700,86310.0
2327,2019,"PENNSYLVANIA, NORTHWESTERN, ERIE",42,49,145.0,16300,2363500.0
2328,2019,"PENNSYLVANIA, NORTHWESTERN, FOREST",42,53,132.6,430,57018.0
2329,2019,"PENNSYLVANIA, NORTHWESTERN, MERCER",42,85,130.9,24600,3220140.0
2330,2019,"PENNSYLVANIA, NORTHWESTERN, VENANGO",42,121,124.2,4870,604854.0
2331,2019,"PENNSYLVANIA, SOUTH CENTRAL, ADAMS",42,1,150.2,25700,3860139.9999999995
2332,2019,"PENNSYLVANIA, SOUTH CENTRAL, CUMBERLAND",42,41,168.8,27800,4692640.0
2333,2019,"PENNSYLVANIA, SOUTH CENTRAL, FRANKLIN",42,55,155.2,39000,6052800.0
2334,2019,"PENNSYLVANIA, SOUTH CENTRAL, YORK",42,133,177.7,73000,12972100.0
2335,2019,"PENNSYLVANIA, SOUTHEASTERN, BERKS",42,11,164.0,42000,6888000.0
2336,2019,"PENNSYLVANIA, SOUTHEASTERN, BUCKS",42,17,128.5,10800,1387800.0
2337,2019,"PENNSYLVANIA, SOUTHEASTERN, CHESTER",42,29,195.7,26800,5244760.0
2338,2019,"PENNSYLVANIA, SOUTHEASTERN, LANCASTER",42,71,199.1,62000,12344200.0
2339,2019,"PENNSYLVANIA, SOUTHEASTERN, LEBANON",42,75,180.3,30500,5499150.0
2340,2019,"PENNSYLVANIA, SOUTHWESTERN, ALLEGHENY",42,3,118.0,350,41300.0
2341,2019,"PENNSYLVANIA, SOUTHWESTERN, FAYETTE",42,51,131.4,7900,1038060.0
2342,2019,"PENNSYLVANIA, SOUTHWESTERN, GREENE",42,59,118.7,450,53415.0
2343,2019,"PENNSYLVANIA, SOUTHWESTERN, SOMERSET",42,111,151.1,21100,3188210.0
2344,2019,"PENNSYLVANIA, SOUTHWESTERN, WASHINGTON",42,125,131.3,3200,420160.00000000006
2345,2019,"PENNSYLVANIA, SOUTHWESTERN, WESTMORELAND",42,129,130.2,12400,1614479.9999999998
2346,2019,"PENNSYLVANIA, WEST CENTRAL, ARMSTRONG",42,5,120.2,13100,1574620.0
2347,2019,"PENNSYLVANIA, WEST CENTRAL, BEAVER",42,7,136.3,3200,436160.00000000006
2348,2019,"PENNSYLVANIA, WEST CENTRAL, CLARION",42,31,146.0,8400,1226400.0
2349,2019,"PENNSYLVANIA, WEST CENTRAL, JEFFERSON",42,65,119.9,9400,1127060.0
2350,2019,"SOUTH CAROLINA, CENTRAL, CLARENDON",45,27,120.5,35200,4241600.0
2351,2019,"SOUTH CAROLINA, CENTRAL, LEE",45,61,145.2,30200,4385040.0
2352,2019,"SOUTH CAROLINA, CENTRAL, LEXINGTON",45,63,147.1,4500,661950.0
2353,2019,"SOUTH CAROLINA, CENTRAL, ORANGEBURG",45,75,111.2,34400,3825280.0
2354,2019,"SOUTH CAROLINA, CENTRAL, SUMTER",45,85,130.7,28700,3751089.9999999995
2355,2019,"SOUTH CAROLINA, EASTERN, DARLINGTON",45,31,88.9,22800,2026920.0000000002
2356,2019,"SOUTH CAROLINA, EASTERN, DILLON",45,33,87.9,23700,2083230.0000000002
2357,2019,"SOUTH CAROLINA, EASTERN, FLORENCE",45,41,88.6,18900,1674540.0
2358,2019,"SOUTH CAROLINA, EASTERN, HORRY",45,51,97.9,18500,1811150.0
2359,2019,"SOUTH CAROLINA, EASTERN, MARION",45,67,119.7,10600,1268820.0
2360,2019,"SOUTH CAROLINA, EASTERN, WILLIAMSBURG",45,89,79.5,21200,1685400.0
2361,2019,"SOUTH CAROLINA, NORTHWEST, ANDERSON",45,7,70.9,750,53175.00000000001
2362,2019,"SOUTH CAROLINA, NORTHWEST, OCONEE",45,73,113.8,290,33002.0
2363,2019,"SOUTH CAROLINA, SOUTHERN, ALLENDALE",45,5,84.3,8200,691260.0
2364,2019,"SOUTH CAROLINA, SOUTHERN, BAMBERG",45,9,132.1,7200,951120.0
2365,2019,"SOUTH CAROLINA, SOUTHERN, BARNWELL",45,11,132.7,3700,490989.99999999994
2366,2019,"SOUTH CAROLINA, SOUTHERN, CHARLESTON",45,19,95.8,1200,114960.0
2367,2019,"SOUTH CAROLINA, SOUTHERN, COLLETON",45,29,69.2,5000,346000.0
2368,2019,"SOUTH CAROLINA, SOUTHERN, DORCHESTER",45,35,81.6,7500,612000.0
2369,2019,"SOUTH CAROLINA, SOUTHERN, HAMPTON",45,49,118.0,6900,814200.0
2370,2019,"SOUTH CAROLINA, WEST CENTRAL, AIKEN",45,3,155.9,5100,795090.0
2371,2019,"SOUTH CAROLINA, WEST CENTRAL, NEWBERRY",45,71,82.6,850,70210.0
2372,2019,"SOUTH CAROLINA, WEST CENTRAL, SALUDA",45,81,65.7,350,22995.0
2373,2019,"SOUTH DAKOTA, CENTRAL, AURORA",46,3,133.0,57900,7700700.0
2374,2019,"SOUTH DAKOTA, CENTRAL, BRULE",46,15,146.5,64000,9376000.0
2375,2019,"SOUTH DAKOTA, CENTRAL, BUFFALO",46,17,132.6,23700,3142620.0
2376,2019,"SOUTH DAKOTA, CENTRAL, HAND",46,59,141.2,103600,14628319.999999998
2377,2019,"SOUTH DAKOTA, CENTRAL, JERAULD",46,73,141.5,35500,5023250.0
2378,2019,"SOUTH DAKOTA, EAST CENTRAL, LAKE",46,79,144.5,68500,9898250.0
2379,2019,"SOUTH DAKOTA, EAST CENTRAL, MCCOOK",46,87,128.4,35000,4494000.0
2380,2019,"SOUTH DAKOTA, EAST CENTRAL, MINNEHAHA",46,99,160.0,111900,17904000.0
2381,2019,"SOUTH DAKOTA, NORTH CENTRAL, BROWN",46,13,163.0,276500,45069500.0
2382,2019,"SOUTH DAKOTA, NORTH CENTRAL, EDMUNDS",46,45,132.4,138900,18390360.0
2383,2019,"SOUTH DAKOTA, NORTH CENTRAL, MCPHERSON",46,89,146.0,69800,10190800.0
2384,2019,"SOUTH DAKOTA, NORTH CENTRAL, SPINK",46,115,151.8,187400,28447320.000000004
2385,2019,"SOUTH DAKOTA, NORTHEAST, DEUEL",46,39,143.0,63800,9123400.0
2386,2019,"SOUTH DAKOTA, NORTHEAST, GRANT",46,51,145.2,83100,12066119.999999998
2387,2019,"SOUTH DAKOTA, NORTHWEST, ZIEBACH",46,137,96.8,17400,1684320.0
2388,2019,"SOUTH DAKOTA, SOUTH CENTRAL, LYMAN",46,85,130.1,42800,5568280.0
2389,2019,"SOUTH DAKOTA, SOUTH CENTRAL, TRIPP",46,123,118.3,69900,8269170.0
2390,2019,"SOUTH DAKOTA, SOUTHEAST, BON HOMME",46,9,159.4,42600,6790440.0
2391,2019,"SOUTH DAKOTA, SOUTHEAST, CHARLES MIX",46,23,147.7,77400,11431980.0
2392,2019,"SOUTH DAKOTA, SOUTHEAST, DOUGLAS",46,43,147.9,28300,4185570.0
2393,2019,"SOUTH DAKOTA, SOUTHEAST, LINCOLN",46,83,162.7,88600,14415219.999999998
2394,2019,"SOUTH DAKOTA, SOUTHEAST, TURNER",46,125,159.9,71800,11480820.0
2395,2019,"SOUTH DAKOTA, SOUTHEAST, UNION",46,127,177.5,85400,15158500.0
2396,2019,"SOUTH DAKOTA, SOUTHEAST, YANKTON",46,135,168.8,59900,10111120.0
2397,2019,"TENNESSEE, CENTRAL BASIN, BEDFORD",47,3,168.0,6900,1159200.0
2398,2019,"TENNESSEE, CENTRAL BASIN, CANNON",47,15,175.5,6600,1158300.0
2399,2019,"TENNESSEE, CENTRAL BASIN, GILES",47,55,198.5,14600,2898100.0
2400,2019,"TENNESSEE, CENTRAL BASIN, JACKSON",47,87,140.0,550,77000.0
2401,2019,"TENNESSEE, CENTRAL BASIN, LINCOLN",47,103,184.0,17400,3201600.0
2402,2019,"TENNESSEE, CENTRAL BASIN, MACON",47,111,170.5,5600,954800.0
2403,2019,"TENNESSEE, CENTRAL BASIN, MARSHALL",47,117,154.5,4400,679800.0
2404,2019,"TENNESSEE, CENTRAL BASIN, MAURY",47,119,184.0,10200,1876800.0
2405,2019,"TENNESSEE, CENTRAL BASIN, RUTHERFORD",47,149,201.5,6800,1370200.0
2406,2019,"TENNESSEE, CENTRAL BASIN, SMITH",47,159,165.5,2900,479950.0
2407,2019,"TENNESSEE, CENTRAL BASIN, SUMNER",47,165,179.0,12500,2237500.0
2408,2019,"TENNESSEE, CUMBERLAND PLATEAU, BLEDSOE",47,7,155.5,3480,541140.0
2409,2019,"TENNESSEE, CUMBERLAND PLATEAU, COFFEE",47,31,185.0,20500,3792500.0
2410,2019,"TENNESSEE, CUMBERLAND PLATEAU, FENTRESS",47,49,141.5,840,118860.0
2411,2019,"TENNESSEE, CUMBERLAND PLATEAU, FRANKLIN",47,51,168.0,22000,3696000.0
2412,2019,"TENNESSEE, CUMBERLAND PLATEAU, MARION",47,115,179.3,1880,337084.0
2413,2019,"TENNESSEE, CUMBERLAND PLATEAU, OVERTON",47,133,172.0,1180,202960.0
2414,2019,"TENNESSEE, CUMBERLAND PLATEAU, SEQUATCHIE",47,153,143.5,1100,157850.0
2415,2019,"TENNESSEE, CUMBERLAND PLATEAU, WARREN",47,177,180.5,11000,1985500.0
2416,2019,"TENNESSEE, CUMBERLAND PLATEAU, WHITE",47,185,174.4,2970,517968.0
2417,2019,"TENNESSEE, DELTA, DYER",47,45,179.5,43500,7808250.0
2418,2019,"TENNESSEE, DELTA, LAUDERDALE",47,97,176.0,19900,3502400.0
2419,2019,"TENNESSEE, DELTA, OBION",47,131,185.5,85500,15860250.0
2420,2019,"TENNESSEE, DELTA, TIPTON",47,167,172.5,34800,6003000.0
2421,2019,"TENNESSEE, EAST TENNESSEE, BLOUNT",47,9,151.5,1300,196950.0
2422,2019,"TENNESSEE, EAST TENNESSEE, BRADLEY",47,11,156.5,1380,215970.0
2423,2019,"TENNESSEE, EAST TENNESSEE, CLAIBORNE",47,25,123.0,570,70110.0
2424,2019,"TENNESSEE, EAST TENNESSEE, GRAINGER",47,57,136.1,360,48996.0
2425,2019,"TENNESSEE, EAST TENNESSEE, GREENE",47,59,146.5,3100,454150.0
2426,2019,"TENNESSEE, EAST TENNESSEE, HAWKINS",47,73,130.0,900,117000.0
2427,2019,"TENNESSEE, EAST TENNESSEE, MCMINN",47,107,180.0,2450,441000.0
2428,2019,"TENNESSEE, EAST TENNESSEE, MEIGS",47,121,150.7,670,100968.99999999999
2429,2019,"TENNESSEE, EAST TENNESSEE, MONROE",47,123,161.7,2900,468929.99999999994
2430,2019,"TENNESSEE, EAST TENNESSEE, SULLIVAN",47,163,144.0,650,93600.0
2431,2019,"TENNESSEE, EAST TENNESSEE, WASHINGTON",47,179,164.6,1300,213980.0
2432,2019,"TENNESSEE, WEST TENNESSEE, BENTON",47,5,175.0,6800,1190000.0
2433,2019,"TENNESSEE, WEST TENNESSEE, CARROLL",47,17,177.0,35500,6283500.0
2434,2019,"TENNESSEE, WEST TENNESSEE, CROCKETT",47,33,175.0,23000,4025000.0
2435,2019,"TENNESSEE, WEST TENNESSEE, DECATUR",47,39,191.8,2800,537040.0
2436,2019,"TENNESSEE, WEST TENNESSEE, FAYETTE",47,47,164.5,21200,3487400.0
2437,2019,"TENNESSEE, WEST TENNESSEE, GIBSON",47,53,176.0,79500,13992000.0
2438,2019,"TENNESSEE, WEST TENNESSEE, HARDIN",47,71,159.0,7700,1224300.0
2439,2019,"TENNESSEE, WEST TENNESSEE, HAYWOOD",47,75,197.5,29500,5826250.0
2440,2019,"TENNESSEE, WEST TENNESSEE, HENDERSON",47,77,176.5,9100,1606150.0
2441,2019,"TENNESSEE, WEST TENNESSEE, HENRY",47,79,182.5,43500,7938750.0
2442,2019,"TENNESSEE, WEST TENNESSEE, MADISON",47,113,193.0,23000,4439000.0
2443,2019,"TENNESSEE, WEST TENNESSEE, MCNAIRY",47,109,146.0,10100,1474600.0
2444,2019,"TENNESSEE, WEST TENNESSEE, WEAKLEY",47,183,173.5,80000,13880000.0
2445,2019,"TENNESSEE, WESTERN RIM, CHEATHAM",47,21,166.0,1910,317060.0
2446,2019,"TENNESSEE, WESTERN RIM, DICKSON",47,43,171.5,1790,306985.0
2447,2019,"TENNESSEE, WESTERN RIM, HICKMAN",47,81,179.5,3900,700050.0
2448,2019,"TENNESSEE, WESTERN RIM, HUMPHREYS",47,85,162.0,6500,1053000.0
2449,2019,"TENNESSEE, WESTERN RIM, LAWRENCE",47,99,179.0,27300,4886700.0
2450,2019,"TENNESSEE, WESTERN RIM, MONTGOMERY",47,125,188.0,19300,3628400.0
2451,2019,"TENNESSEE, WESTERN RIM, ROBERTSON",47,147,188.0,39300,7388400.0
2452,2019,"TENNESSEE, WESTERN RIM, STEWART",47,161,164.0,4200,688800.0
2453,2019,"TENNESSEE, WESTERN RIM, WAYNE",47,181,144.6,4800,694080.0
2454,2019,"TEXAS, BLACKLANDS, BELL",48,27,105.8,69000,7300200.0
2455,2019,"TEXAS, BLACKLANDS, COLLIN",48,85,90.4,11500,1039600.0000000001
2456,2019,"TEXAS, BLACKLANDS, COOKE",48,97,118.5,2700,319950.0
2457,2019,"TEXAS, BLACKLANDS, ELLIS",48,139,81.0,49000,3969000.0
2458,2019,"TEXAS, BLACKLANDS, FANNIN",48,147,88.8,17000,1509600.0
2459,2019,"TEXAS, BLACKLANDS, GRAYSON",48,181,106.7,15000,1600500.0
2460,2019,"TEXAS, BLACKLANDS, HILL",48,217,107.7,78000,8400600.0
2461,2019,"TEXAS, BLACKLANDS, HUNT",48,231,88.9,4500,400050.0
2462,2019,"TEXAS, BLACKLANDS, JOHNSON",48,251,80.0,17000,1360000.0
2463,2019,"TEXAS, BLACKLANDS, LAMAR",48,277,105.9,23000,2435700.0
2464,2019,"TEXAS, BLACKLANDS, LIMESTONE",48,293,103.5,11500,1190250.0
2465,2019,"TEXAS, BLACKLANDS, MCLENNAN",48,309,105.0,50000,5250000.0
2466,2019,"TEXAS, BLACKLANDS, MILAM",48,331,91.4,33000,3016200.0
2467,2019,"TEXAS, BLACKLANDS, NAVARRO",48,349,114.3,15000,1714500.0
2468,2019,"TEXAS, BLACKLANDS, WILLIAMSON",48,491,100.6,90000,9054000.0
2469,2019,"TEXAS, COASTAL BEND, NUECES",48,355,99.9,34000,3396600.0
2470,2019,"TEXAS, EDWARDS PLATEAU, CONCHO",48,95,116.7,1200,140040.0
2471,2019,"TEXAS, EDWARDS PLATEAU, TOM GREEN",48,451,120.6,6800,820080.0
2472,2019,"TEXAS, EDWARDS PLATEAU, UVALDE",48,463,154.3,15500,2391650.0
2473,2019,"TEXAS, LOWER VALLEY, CAMERON",48,61,80.6,35000,2821000.0
2474,2019,"TEXAS, LOWER VALLEY, HIDALGO",48,215,111.1,45000,4999500.0
2475,2019,"TEXAS, NORTHERN HIGH PLAINS, CARSON",48,65,177.3,48000,8510400.0
