YEAR,LOCATION,"STATE ANSI","ASD CODE","COUNTY ANSI","REFERENCE PERIOD",COMMODITY,"AREA HARVESTED in ACRES","PRODUCTION in BU","YIELD in BU / ACRE","AREA PLANTED in ACRES","PRODUCTION in TONS","YIELD in TONS / ACRE"
2020,"KENTUCKY, EASTERN OR MOUNTAIN, ELLIOTT",21,60,063,YEAR,CORN," "," "," ",300," "," "
2020,"KENTUCKY, EASTERN OR MOUNTAIN, ESTILL",21,60,065,YEAR,CORN," "," "," ",500," "," "
2020,"KENTUCKY, EASTERN OR MOUNTAIN, GREENUP",21,60,089,YEAR,CORN," "," "," ","1,000"," "," "
2020,"KENTUCKY, EASTERN OR MOUNTAIN, MORGAN",21,60,175,YEAR,CORN," "," "," ",300," "," "
2020,"KENTUCKY, EASTERN OR MOUNTAIN, PULASKI",21,60,199,YEAR,CORN," "," "," ","10,000"," "," "
2020,"KENTUCKY, EASTERN OR MOUNTAIN, ROWAN",21,60,205,YEAR,CORN," "," "," ",600," "," "
2020,"KENTUCKY, EASTERN OR MOUNTAIN, WAYNE",21,60,231,YEAR,CORN," "," "," ","6,000"," "," "
2020,"KENTUCKY, MIDWESTERN, CALDWELL",21,20,033,YEAR,CORN," "," "," ","30,600"," "," "
2020,"KENTUCKY, MIDWESTERN, CHRISTIAN",21,20,047,YEAR,CORN," "," "," ","80,500"," "," "
2020,"KENTUCKY, MIDWESTERN, CRITTENDEN",21,20,055,YEAR,CORN," "," "," ","23,600"," "," "
2020,"KENTUCKY, MIDWESTERN, DAVIESS",21,20,059,YEAR,CORN," "," "," ","64,500"," "," "
2020,"KENTUCKY, MIDWESTERN, HANCOCK",21,20,091,YEAR,CORN," "," "," ","9,000"," "," "
2020,"KENTUCKY, MIDWESTERN, HENDERSON",21,20,101,YEAR,CORN," "," "," ","77,000"," "," "
2020,"KENTUCKY, MIDWESTERN, HOPKINS",21,20,107,YEAR,CORN," "," "," ","35,000"," "," "
2020,"KENTUCKY, MIDWESTERN, LOGAN",21,20,141,YEAR,CORN," "," "," ","68,500"," "," "
2020,"KENTUCKY, MIDWESTERN, MCLEAN",21,20,149,YEAR,CORN," "," "," ","45,000"," "," "
2020,"KENTUCKY, MIDWESTERN, MUHLENBERG",21,20,177,YEAR,CORN," "," "," ","15,400"," "," "
2020,"KENTUCKY, MIDWESTERN, OHIO",21,20,183,YEAR,CORN," "," "," ","32,200"," "," "
2020,"KENTUCKY, MIDWESTERN, SIMPSON",21,20,213,YEAR,CORN," "," "," ","41,600"," "," "
2020,"KENTUCKY, MIDWESTERN, TODD",21,20,219,YEAR,CORN," "," "," ","52,500"," "," "
2020,"KENTUCKY, MIDWESTERN, UNION",21,20,225,YEAR,CORN," "," "," ","80,000"," "," "
2020,"KENTUCKY, MIDWESTERN, WEBSTER",21,20,233,YEAR,CORN," "," "," ","45,000"," "," "
2020,"KENTUCKY, NORTHERN, BOONE",21,40,015,YEAR,CORN," "," "," ","1,400"," "," "
2020,"KENTUCKY, NORTHERN, BRACKEN",21,40,023,YEAR,CORN," "," "," ","1,000"," "," "
2020,"KENTUCKY, NORTHERN, CARROLL",21,40,041,YEAR,CORN," "," "," ","1,800"," "," "
2020,"KENTUCKY, NORTHERN, GALLATIN",21,40,077,YEAR,CORN," "," "," ",900," "," "
2020,"KENTUCKY, NORTHERN, GRANT",21,40,081,YEAR,CORN," "," "," ",500," "," "
2020,"KENTUCKY, NORTHERN, HENRY",21,40,103,YEAR,CORN," "," "," ","6,300"," "," "
2020,"KENTUCKY, NORTHERN, KENTON",21,40,117,YEAR,CORN," "," "," ",600," "," "
2020,"KENTUCKY, NORTHERN, OLDHAM",21,40,185,YEAR,CORN," "," "," ","2,600"," "," "
2020,"KENTUCKY, NORTHERN, OWEN",21,40,187,YEAR,CORN," "," "," ","1,100"," "," "
2020,"KENTUCKY, NORTHERN, PENDLETON",21,40,191,YEAR,CORN," "," "," ","1,900"," "," "
2020,"KENTUCKY, NORTHERN, TRIMBLE",21,40,223,YEAR,CORN," "," "," ","2,100"," "," "
2020,"KENTUCKY, OTHER COUNTIES",21,99," ",YEAR,CORN," "," "," ","51,800"," "," "
2020,"KENTUCKY, PURCHASE, BALLARD",21,10,007,YEAR,CORN," "," "," ","27,300"," "," "
2020,"KENTUCKY, PURCHASE, CALLOWAY",21,10,035,YEAR,CORN," "," "," ","37,000"," "," "
2020,"KENTUCKY, PURCHASE, CARLISLE",21,10,039,YEAR,CORN," "," "," ","23,900"," "," "
2020,"KENTUCKY, PURCHASE, FULTON",21,10,075,YEAR,CORN," "," "," ","23,300"," "," "
2020,"KENTUCKY, PURCHASE, GRAVES",21,10,083,YEAR,CORN," "," "," ","77,000"," "," "
2020,"KENTUCKY, PURCHASE, HICKMAN",21,10,105,YEAR,CORN," "," "," ","38,500"," "," "
2020,"KENTUCKY, PURCHASE, LIVINGSTON",21,10,139,YEAR,CORN," "," "," ","18,800"," "," "
2020,"KENTUCKY, PURCHASE, MARSHALL",21,10,157,YEAR,CORN," "," "," ","12,900"," "," "
2020,"KENTUCKY, PURCHASE, MCCRACKEN",21,10,145,YEAR,CORN," "," "," ","15,400"," "," "
2020,"KENTUCKY, PURCHASE, TRIGG",21,10,221,YEAR,CORN," "," "," ","28,200"," "," "
2020,"LOUISIANA, CENTRAL, AVOYELLES",22,50,009,YEAR,CORN," "," "," ","22,900"," "," "
2020,"LOUISIANA, CENTRAL, CATAHOULA",22,50,025,YEAR,CORN," "," "," ","28,200"," "," "
2020,"LOUISIANA, CENTRAL, CONCORDIA",22,50,029,YEAR,CORN," "," "," ","19,200"," "," "
2020,"LOUISIANA, CENTRAL, GRANT",22,50,043,YEAR,CORN," "," "," ","2,400"," "," "
2020,"LOUISIANA, CENTRAL, POINTE COUPEE",22,50,077,YEAR,CORN," "," "," ","8,500"," "," "
2020,"LOUISIANA, CENTRAL, SAINT LANDRY",22,50,097,YEAR,CORN," "," "," ","8,300"," "," "
2020,"LOUISIANA, EAST CENTRAL, WASHINGTON",22,60,117,YEAR,CORN," "," "," ","2,400"," "," "
2020,"LOUISIANA, NORTH CENTRAL, OUACHITA",22,20,073,YEAR,CORN," "," "," ","9,900"," "," "
2020,"LOUISIANA, NORTHEAST, EAST CARROLL",22,30,035,YEAR,CORN," "," "," ","24,100"," "," "
2020,"LOUISIANA, NORTHEAST, FRANKLIN",22,30,041,YEAR,CORN," "," "," ","90,000"," "," "
2020,"LOUISIANA, NORTHEAST, MADISON",22,30,065,YEAR,CORN," "," "," ","44,200"," "," "
2020,"LOUISIANA, NORTHEAST, MOREHOUSE",22,30,067,YEAR,CORN," "," "," ","54,600"," "," "
2020,"LOUISIANA, NORTHEAST, RICHLAND",22,30,083,YEAR,CORN," "," "," ","46,500"," "," "
2020,"LOUISIANA, NORTHEAST, TENSAS",22,30,107,YEAR,CORN," "," "," ","52,000"," "," "
2020,"LOUISIANA, NORTHEAST, WEST CARROLL",22,30,123,YEAR,CORN," "," "," ","26,700"," "," "
2020,"LOUISIANA, NORTHWEST, CADDO",22,10,017,YEAR,CORN," "," "," ","12,600"," "," "
2020,"LOUISIANA, NORTHWEST, RED RIVER",22,10,081,YEAR,CORN," "," "," ","5,600"," "," "
2020,"LOUISIANA, OTHER COUNTIES",22,99," ",YEAR,CORN," "," "," ","26,400"," "," "
2020,"LOUISIANA, SOUTHWEST, BEAUREGARD",22,70,011,YEAR,CORN," "," "," ","1,000"," "," "
2020,"LOUISIANA, WEST CENTRAL, NATCHITOCHES",22,40,069,YEAR,CORN," "," "," ","14,500"," "," "
2020,"MARYLAND, LOWER EASTERN SHORE, DORCHESTER",24,90,019,YEAR,CORN," "," "," ","28,800"," "," "
2020,"MARYLAND, LOWER EASTERN SHORE, SOMERSET",24,90,039,YEAR,CORN," "," "," ","13,900"," "," "
2020,"MARYLAND, LOWER EASTERN SHORE, WICOMICO",24,90,045,YEAR,CORN," "," "," ","25,200"," "," "
2020,"MARYLAND, LOWER EASTERN SHORE, WORCESTER",24,90,047,YEAR,CORN," "," "," ","33,300"," "," "
2020,"MARYLAND, NORTH CENTRAL, BALTIMORE",24,20,005,YEAR,CORN," "," "," ","16,700"," "," "
2020,"MARYLAND, NORTH CENTRAL, CARROLL",24,20,013,YEAR,CORN," "," "," ","32,100"," "," "
2020,"MARYLAND, NORTH CENTRAL, FREDERICK",24,20,021,YEAR,CORN," "," "," ","43,200"," "," "
2020,"MARYLAND, NORTH CENTRAL, HARFORD",24,20,025,YEAR,CORN," "," "," ","18,700"," "," "
2020,"MARYLAND, NORTH CENTRAL, HOWARD",24,20,027,YEAR,CORN," "," "," ","5,300"," "," "
2020,"MARYLAND, NORTH CENTRAL, MONTGOMERY",24,20,031,YEAR,CORN," "," "," ","11,600"," "," "
2020,"MARYLAND, NORTH CENTRAL, WASHINGTON",24,20,043,YEAR,CORN," "," "," ","18,400"," "," "
2020,"MARYLAND, OTHER COUNTIES",24,99," ",YEAR,CORN," "," "," ","3,300"," "," "
2020,"MARYLAND, SOUTHERN, ANNE ARUNDEL",24,80,003,YEAR,CORN," "," "," ","3,700"," "," "
2020,"MARYLAND, SOUTHERN, CALVERT",24,80,009,YEAR,CORN," "," "," ","3,100"," "," "
2020,"MARYLAND, SOUTHERN, CHARLES",24,80,017,YEAR,CORN," "," "," ","5,200"," "," "
2020,"MARYLAND, SOUTHERN, ST MARYS",24,80,037,YEAR,CORN," "," "," ","9,300"," "," "
2020,"MARYLAND, UPPER EASTERN SHORE, CAROLINE",24,30,011,YEAR,CORN," "," "," ","42,000"," "," "
2020,"MARYLAND, UPPER EASTERN SHORE, CECIL",24,30,015,YEAR,CORN," "," "," ","22,600"," "," "
2020,"MARYLAND, UPPER EASTERN SHORE, KENT",24,30,029,YEAR,CORN," "," "," ","42,600"," "," "
2020,"MARYLAND, UPPER EASTERN SHORE, QUEEN ANNES",24,30,035,YEAR,CORN," "," "," ","56,100"," "," "
2020,"MARYLAND, UPPER EASTERN SHORE, TALBOT",24,30,041,YEAR,CORN," "," "," ","31,400"," "," "
2020,"MARYLAND, WESTERN, GARRETT",24,10,023,YEAR,CORN," "," "," ","8,500"," "," "
2020,"MICHIGAN, CENTRAL, GLADWIN",26,50,051,YEAR,CORN," "," "," ","7,700"," "," "
2020,"MICHIGAN, CENTRAL, ISABELLA",26,50,073,YEAR,CORN," "," "," ","43,100"," "," "
2020,"MICHIGAN, CENTRAL, MECOSTA",26,50,107,YEAR,CORN," "," "," ","21,600"," "," "
2020,"MICHIGAN, CENTRAL, MIDLAND",26,50,111,YEAR,CORN," "," "," ","23,200"," "," "
2020,"MICHIGAN, CENTRAL, MONTCALM",26,50,117,YEAR,CORN," "," "," ","66,300"," "," "
2020,"MICHIGAN, EAST CENTRAL, ARENAC",26,60,011,YEAR,CORN," "," "," ","16,900"," "," "
2020,"MICHIGAN, EAST CENTRAL, BAY",26,60,017,YEAR,CORN," "," "," ","51,200"," "," "
2020,"MICHIGAN, EAST CENTRAL, HURON",26,60,063,YEAR,CORN," "," "," ","100,000"," "," "
2020,"MICHIGAN, EAST CENTRAL, SAGINAW",26,60,145,YEAR,CORN," "," "," ","91,200"," "," "
2020,"MICHIGAN, EAST CENTRAL, SANILAC",26,60,151,YEAR,CORN," "," "," ","109,000"," "," "
2020,"MICHIGAN, EAST CENTRAL, TUSCOLA",26,60,157,YEAR,CORN," "," "," ","76,500"," "," "
2020,"MICHIGAN, NORTHEAST, ALCONA",26,30,001,YEAR,CORN," "," "," ","2,400"," "," "
2020,"MICHIGAN, NORTHEAST, ALPENA",26,30,007,YEAR,CORN," "," "," ","6,200"," "," "
2020,"MICHIGAN, NORTHEAST, IOSCO",26,30,069,YEAR,CORN," "," "," ","6,100"," "," "
2020,"MICHIGAN, NORTHEAST, OGEMAW",26,30,129,YEAR,CORN," "," "," ","12,700"," "," "
2020,"MICHIGAN, NORTHEAST, OTSEGO",26,30,137,YEAR,CORN," "," "," ","1,000"," "," "
2020,"MICHIGAN, NORTHEAST, PRESQUE ISLE",26,30,141,YEAR,CORN," "," "," ","5,800"," "," "
2020,"MICHIGAN, NORTHWEST, ANTRIM",26,20,009,YEAR,CORN," "," "," ","2,300"," "," "
2020,"MICHIGAN, NORTHWEST, BENZIE",26,20,019,YEAR,CORN," "," "," ","1,200"," "," "
2020,"MICHIGAN, NORTHWEST, CHARLEVOIX",26,20,029,YEAR,CORN," "," "," ","2,000"," "," "
2020,"MICHIGAN, NORTHWEST, EMMET",26,20,047,YEAR,CORN," "," "," ",900," "," "
2020,"MICHIGAN, NORTHWEST, GRAND TRAVERSE",26,20,055,YEAR,CORN," "," "," ","6,200"," "," "
2020,"MICHIGAN, NORTHWEST, LEELANAU",26,20,089,YEAR,CORN," "," "," ","2,400"," "," "
2020,"MICHIGAN, NORTHWEST, MANISTEE",26,20,101,YEAR,CORN," "," "," ","4,200"," "," "
2020,"MICHIGAN, NORTHWEST, WEXFORD",26,20,165,YEAR,CORN," "," "," ","6,200"," "," "
2020,"MICHIGAN, OTHER COUNTIES",26,99," ",YEAR,CORN," "," "," ","147,900"," "," "
2020,"MICHIGAN, SOUTH CENTRAL, BARRY",26,80,015,YEAR,CORN," "," "," ","41,400"," "," "
2020,"MICHIGAN, SOUTH CENTRAL, BRANCH",26,80,023,YEAR,CORN," "," "," ","83,100"," "," "
2020,"MICHIGAN, SOUTH CENTRAL, CALHOUN",26,80,025,YEAR,CORN," "," "," ","83,100"," "," "
2020,"MICHIGAN, SOUTH CENTRAL, CLINTON",26,80,037,YEAR,CORN," "," "," ","78,200"," "," "
2020,"MICHIGAN, SOUTH CENTRAL, EATON",26,80,045,YEAR,CORN," "," "," ","56,400"," "," "
2020,"MICHIGAN, SOUTH CENTRAL, HILLSDALE",26,80,059,YEAR,CORN," "," "," ","70,500"," "," "
2020,"MICHIGAN, SOUTH CENTRAL, INGHAM",26,80,065,YEAR,CORN," "," "," ","54,800"," "," "
2020,"MICHIGAN, SOUTH CENTRAL, IONIA",26,80,067,YEAR,CORN," "," "," ","78,500"," "," "
2020,"MICHIGAN, SOUTH CENTRAL, JACKSON",26,80,075,YEAR,CORN," "," "," ","60,300"," "," "
2020,"MICHIGAN, SOUTH CENTRAL, SHIAWASSEE",26,80,155,YEAR,CORN," "," "," ","53,500"," "," "
2020,"MICHIGAN, SOUTH CENTRAL, ST JOSEPH",26,80,149,YEAR,CORN," "," "," ","78,000"," "," "
2020,"MICHIGAN, SOUTHEAST, GENESEE",26,90,049,YEAR,CORN," "," "," ","27,300"," "," "
2020,"MICHIGAN, SOUTHEAST, LAPEER",26,90,087,YEAR,CORN," "," "," ","40,400"," "," "
2020,"MICHIGAN, SOUTHEAST, LENAWEE",26,90,091,YEAR,CORN," "," "," ","107,000"," "," "
2020,"MICHIGAN, SOUTHEAST, LIVINGSTON",26,90,093,YEAR,CORN," "," "," ","19,900"," "," "
2020,"MICHIGAN, SOUTHEAST, MACOMB",26,90,099,YEAR,CORN," "," "," ","10,200"," "," "
2020,"MICHIGAN, SOUTHEAST, MONROE",26,90,115,YEAR,CORN," "," "," ","61,200"," "," "
2020,"MICHIGAN, SOUTHEAST, OAKLAND",26,90,125,YEAR,CORN," "," "," ","2,200"," "," "
2020,"MICHIGAN, SOUTHEAST, ST CLAIR",26,90,147,YEAR,CORN," "," "," ","26,500"," "," "
2020,"MICHIGAN, SOUTHEAST, WASHTENAW",26,90,161,YEAR,CORN," "," "," ","35,800"," "," "
2020,"MICHIGAN, SOUTHEAST, WAYNE",26,90,163,YEAR,CORN," "," "," ","1,300"," "," "
2020,"MICHIGAN, SOUTHWEST, ALLEGAN",26,70,005,YEAR,CORN," "," "," ","78,900"," "," "
2020,"MICHIGAN, SOUTHWEST, BERRIEN",26,70,021,YEAR,CORN," "," "," ","48,900"," "," "
2020,"MICHIGAN, SOUTHWEST, CASS",26,70,027,YEAR,CORN," "," "," ","68,200"," "," "
2020,"MICHIGAN, SOUTHWEST, KALAMAZOO",26,70,077,YEAR,CORN," "," "," ","54,700"," "," "
2020,"MICHIGAN, SOUTHWEST, KENT",26,70,081,YEAR,CORN," "," "," ","38,400"," "," "
2020,"MICHIGAN, SOUTHWEST, OTTAWA",26,70,139,YEAR,CORN," "," "," ","41,200"," "," "
2020,"MICHIGAN, SOUTHWEST, VAN BUREN",26,70,159,YEAR,CORN," "," "," ","52,000"," "," "
2020,"MICHIGAN, UPPER PENINSULA, DELTA",26,10,041,YEAR,CORN," "," "," ","2,500"," "," "
2020,"MICHIGAN, UPPER PENINSULA, DICKINSON",26,10,043,YEAR,CORN," "," "," ","1,200"," "," "
2020,"MICHIGAN, UPPER PENINSULA, MENOMINEE",26,10,109,YEAR,CORN," "," "," ","16,000"," "," "
2020,"MICHIGAN, WEST CENTRAL, MASON",26,40,105,YEAR,CORN," "," "," ","14,700"," "," "
2020,"MICHIGAN, WEST CENTRAL, MUSKEGON",26,40,121,YEAR,CORN," "," "," ","15,100"," "," "
2020,"MICHIGAN, WEST CENTRAL, NEWAYGO",26,40,123,YEAR,CORN," "," "," ","21,200"," "," "
2020,"MICHIGAN, WEST CENTRAL, OCEANA",26,40,127,YEAR,CORN," "," "," ","13,200"," "," "
2020,"MINNESOTA, CENTRAL, BENTON",27,50,009,YEAR,CORN," "," "," ","52,400"," "," "
2020,"MINNESOTA, CENTRAL, CARVER",27,50,019,YEAR,CORN," "," "," ","53,700"," "," "
2020,"MINNESOTA, CENTRAL, KANDIYOHI",27,50,067,YEAR,CORN," "," "," ","159,000"," "," "
2020,"MINNESOTA, CENTRAL, MCLEOD",27,50,085,YEAR,CORN," "," "," ","116,000"," "," "
2020,"MINNESOTA, CENTRAL, MEEKER",27,50,093,YEAR,CORN," "," "," ","121,000"," "," "
2020,"MINNESOTA, CENTRAL, MORRISON",27,50,097,YEAR,CORN," "," "," ","99,000"," "," "
2020,"MINNESOTA, CENTRAL, RENVILLE",27,50,129,YEAR,CORN," "," "," ","255,500"," "," "
2020,"MINNESOTA, CENTRAL, SCOTT",27,50,139,YEAR,CORN," "," "," ","35,000"," "," "
2020,"MINNESOTA, CENTRAL, SHERBURNE",27,50,141,YEAR,CORN," "," "," ","25,900"," "," "
2020,"MINNESOTA, CENTRAL, SIBLEY",27,50,143,YEAR,CORN," "," "," ","152,500"," "," "
2020,"MINNESOTA, CENTRAL, STEARNS",27,50,145,YEAR,CORN," "," "," ","222,000"," "," "
2020,"MINNESOTA, CENTRAL, TODD",27,50,153,YEAR,CORN," "," "," ","73,600"," "," "
2020,"MINNESOTA, CENTRAL, WADENA",27,50,159,YEAR,CORN," "," "," ","19,500"," "," "
2020,"MINNESOTA, CENTRAL, WRIGHT",27,50,171,YEAR,CORN," "," "," ","77,700"," "," "
2020,"MINNESOTA, EAST CENTRAL, AITKIN",27,60,001,YEAR,CORN," "," "," ","2,000"," "," "
2020,"MINNESOTA, EAST CENTRAL, ANOKA",27,60,003,YEAR,CORN," "," "," ","5,600"," "," "
2020,"MINNESOTA, EAST CENTRAL, CHISAGO",27,60,025,YEAR,CORN," "," "," ","23,400"," "," "
2020,"MINNESOTA, EAST CENTRAL, CROW WING",27,60,035,YEAR,CORN," "," "," ","8,900"," "," "
2020,"MINNESOTA, EAST CENTRAL, HENNEPIN",27,60,053,YEAR,CORN," "," "," ","13,100"," "," "
2020,"MINNESOTA, EAST CENTRAL, ISANTI",27,60,059,YEAR,CORN," "," "," ","30,800"," "," "
2020,"MINNESOTA, EAST CENTRAL, MILLE LACS",27,60,095,YEAR,CORN," "," "," ","20,900"," "," "
2020,"MINNESOTA, EAST CENTRAL, PINE",27,60,115,YEAR,CORN," "," "," ","18,300"," "," "
2020,"MINNESOTA, EAST CENTRAL, WASHINGTON",27,60,163,YEAR,CORN," "," "," ","16,900"," "," "
2020,"MINNESOTA, NORTH CENTRAL, BELTRAMI",27,20,007,YEAR,CORN," "," "," ","4,800"," "," "
2020,"MINNESOTA, NORTH CENTRAL, CASS",27,20,021,YEAR,CORN," "," "," ","6,400"," "," "
2020,"MINNESOTA, NORTH CENTRAL, HUBBARD",27,20,057,YEAR,CORN," "," "," ","10,400"," "," "
2020,"MINNESOTA, NORTH CENTRAL, ITASCA",27,20,061,YEAR,CORN," "," "," ",800," "," "
2020,"MINNESOTA, NORTHWEST, BECKER",27,10,005,YEAR,CORN," "," "," ","56,800"," "," "
2020,"MINNESOTA, NORTHWEST, CLAY",27,10,027,YEAR,CORN," "," "," ","108,000"," "," "
2020,"MINNESOTA, NORTHWEST, CLEARWATER",27,10,029,YEAR,CORN," "," "," ","7,200"," "," "
2020,"MINNESOTA, NORTHWEST, KITTSON",27,10,069,YEAR,CORN," "," "," ","9,300"," "," "
2020,"MINNESOTA, NORTHWEST, MAHNOMEN",27,10,087,YEAR,CORN," "," "," ","28,800"," "," "
2020,"MINNESOTA, NORTHWEST, MARSHALL",27,10,089,YEAR,CORN," "," "," ","25,800"," "," "
2020,"MINNESOTA, NORTHWEST, NORMAN",27,10,107,YEAR,CORN," "," "," ","59,200"," "," "
2020,"MINNESOTA, NORTHWEST, POLK",27,10,119,YEAR,CORN," "," "," ","58,800"," "," "
2020,"MINNESOTA, NORTHWEST, RED LAKE",27,10,125,YEAR,CORN," "," "," ","15,600"," "," "
2020,"MINNESOTA, NORTHWEST, ROSEAU",27,10,135,YEAR,CORN," "," "," ","5,900"," "," "
2020,"MINNESOTA, OTHER COUNTIES",27,99," ",YEAR,CORN," "," "," ","177,400"," "," "
2020,"MINNESOTA, SOUTH CENTRAL, BLUE EARTH",27,80,013,YEAR,CORN," "," "," ","183,000"," "," "
2020,"MINNESOTA, SOUTH CENTRAL, BROWN",27,80,015,YEAR,CORN," "," "," ","161,500"," "," "
2020,"MINNESOTA, SOUTH CENTRAL, FARIBAULT",27,80,043,YEAR,CORN," "," "," ","204,000"," "," "
2020,"MINNESOTA, SOUTH CENTRAL, FREEBORN",27,80,047,YEAR,CORN," "," "," ","188,500"," "," "
2020,"MINNESOTA, SOUTH CENTRAL, LE SUEUR",27,80,079,YEAR,CORN," "," "," ","81,900"," "," "
2020,"MINNESOTA, SOUTH CENTRAL, MARTIN",27,80,091,YEAR,CORN," "," "," ","219,000"," "," "
2020,"MINNESOTA, SOUTH CENTRAL, NICOLLET",27,80,103,YEAR,CORN," "," "," ","117,000"," "," "
2020,"MINNESOTA, SOUTH CENTRAL, RICE",27,80,131,YEAR,CORN," "," "," ","87,700"," "," "
2020,"MINNESOTA, SOUTH CENTRAL, STEELE",27,80,147,YEAR,CORN," "," "," ","106,000"," "," "
2020,"MINNESOTA, SOUTH CENTRAL, WASECA",27,80,161,YEAR,CORN," "," "," ","116,500"," "," "
2020,"MINNESOTA, SOUTH CENTRAL, WATONWAN",27,80,165,YEAR,CORN," "," "," ","131,500"," "," "
2020,"MINNESOTA, SOUTHEAST, DAKOTA",27,90,037,YEAR,CORN," "," "," ","86,000"," "," "
2020,"MINNESOTA, SOUTHEAST, DODGE",27,90,039,YEAR,CORN," "," "," ","119,000"," "," "
2020,"MINNESOTA, SOUTHEAST, FILLMORE",27,90,045,YEAR,CORN," "," "," ","176,500"," "," "
2020,"MINNESOTA, SOUTHEAST, GOODHUE",27,90,049,YEAR,CORN," "," "," ","155,000"," "," "
2020,"MINNESOTA, SOUTHEAST, HOUSTON",27,90,055,YEAR,CORN," "," "," ","60,000"," "," "
2020,"MINNESOTA, SOUTHEAST, MOWER",27,90,099,YEAR,CORN," "," "," ","205,000"," "," "
2020,"MINNESOTA, SOUTHEAST, OLMSTED",27,90,109,YEAR,CORN," "," "," ","114,500"," "," "
2020,"MINNESOTA, SOUTHEAST, WABASHA",27,90,157,YEAR,CORN," "," "," ","94,000"," "," "
2020,"MINNESOTA, SOUTHEAST, WINONA",27,90,169,YEAR,CORN," "," "," ","82,900"," "," "
2020,"MINNESOTA, SOUTHWEST, COTTONWOOD",27,70,033,YEAR,CORN," "," "," ","170,500"," "," "
2020,"MINNESOTA, SOUTHWEST, JACKSON",27,70,063,YEAR,CORN," "," "," ","194,500"," "," "
2020,"MINNESOTA, SOUTHWEST, LINCOLN",27,70,081,YEAR,CORN," "," "," ","121,500"," "," "
2020,"MINNESOTA, SOUTHWEST, LYON",27,70,083,YEAR,CORN," "," "," ","190,000"," "," "
2020,"MINNESOTA, SOUTHWEST, MURRAY",27,70,101,YEAR,CORN," "," "," ","184,500"," "," "
2020,"MINNESOTA, SOUTHWEST, NOBLES",27,70,105,YEAR,CORN," "," "," ","216,500"," "," "
2020,"MINNESOTA, SOUTHWEST, PIPESTONE",27,70,117,YEAR,CORN," "," "," ","115,000"," "," "
2020,"MINNESOTA, SOUTHWEST, REDWOOD",27,70,127,YEAR,CORN," "," "," ","246,500"," "," "
2020,"MINNESOTA, SOUTHWEST, ROCK",27,70,133,YEAR,CORN," "," "," ","144,000"," "," "
2020,"MINNESOTA, WEST CENTRAL, BIG STONE",27,40,011,YEAR,CORN," "," "," ","98,300"," "," "
2020,"MINNESOTA, WEST CENTRAL, DOUGLAS",27,40,041,YEAR,CORN," "," "," ","69,800"," "," "
2020,"MINNESOTA, WEST CENTRAL, GRANT",27,40,051,YEAR,CORN," "," "," ","119,500"," "," "
2020,"MINNESOTA, WEST CENTRAL, LAC QUI PARLE",27,40,073,YEAR,CORN," "," "," ","179,000"," "," "
2020,"MINNESOTA, WEST CENTRAL, OTTER TAIL",27,40,111,YEAR,CORN," "," "," ","180,500"," "," "
2020,"MINNESOTA, WEST CENTRAL, POPE",27,40,121,YEAR,CORN," "," "," ","107,500"," "," "
2020,"MINNESOTA, WEST CENTRAL, STEVENS",27,40,149,YEAR,CORN," "," "," ","142,500"," "," "
2020,"MINNESOTA, WEST CENTRAL, SWIFT",27,40,151,YEAR,CORN," "," "," ","195,000"," "," "
2020,"MINNESOTA, WEST CENTRAL, TRAVERSE",27,40,155,YEAR,CORN," "," "," ","139,500"," "," "
2020,"MINNESOTA, WEST CENTRAL, WILKIN",27,40,167,YEAR,CORN," "," "," ","113,500"," "," "
2020,"MINNESOTA, WEST CENTRAL, YELLOW MEDICINE",27,40,173,YEAR,CORN," "," "," ","204,500"," "," "
2020,"MISSISSIPPI, CENTRAL, ATTALA",28,50,007,YEAR,CORN," "," "," ","2,400"," "," "
2020,"MISSISSIPPI, CENTRAL, CARROLL",28,50,015,YEAR,CORN," "," "," ","8,200"," "," "
2020,"MISSISSIPPI, CENTRAL, HOLMES",28,50,051,YEAR,CORN," "," "," ","27,100"," "," "
2020,"MISSISSIPPI, CENTRAL, LEAKE",28,50,079,YEAR,CORN," "," "," ",900," "," "
2020,"MISSISSIPPI, CENTRAL, MADISON",28,50,089,YEAR,CORN," "," "," ","11,500"," "," "
2020,"MISSISSIPPI, CENTRAL, MONTGOMERY",28,50,097,YEAR,CORN," "," "," ",800," "," "
2020,"MISSISSIPPI, CENTRAL, RANKIN",28,50,121,YEAR,CORN," "," "," ","3,700"," "," "
2020,"MISSISSIPPI, CENTRAL, WEBSTER",28,50,155,YEAR,CORN," "," "," ","2,800"," "," "
2020,"MISSISSIPPI, EAST CENTRAL, CHICKASAW",28,60,017,YEAR,CORN," "," "," ","4,100"," "," "
2020,"MISSISSIPPI, EAST CENTRAL, CLAY",28,60,025,YEAR,CORN," "," "," ","2,200"," "," "
2020,"MISSISSIPPI, EAST CENTRAL, LOWNDES",28,60,087,YEAR,CORN," "," "," ","10,900"," "," "
2020,"MISSISSIPPI, EAST CENTRAL, MONROE",28,60,095,YEAR,CORN," "," "," ","10,100"," "," "
2020,"MISSISSIPPI, EAST CENTRAL, NOXUBEE",28,60,103,YEAR,CORN," "," "," ","30,200"," "," "
2020,"MISSISSIPPI, LOWER DELTA, HUMPHREYS",28,40,053,YEAR,CORN," "," "," ","21,900"," "," "
