YEAR,LOCATION,"STATE ANSI","ASD CODE","COUNTY ANSI","REFERENCE PERIOD",COMMODITY,"AREA HARVESTED in ACRES","PRODUCTION in $","PRODUCTION in BU","YIELD in BU / ACRE","PRODUCTION in TONS","YIELD in TONS / ACRE","AREA PLANTED in ACRES","PRICE RECEIVED in $ / BU"
2019,DELAWARE,10," "," ",YEAR,CORN," "," "," "," "," "," ","185,000"," "
2019,FLORIDA,12," "," ",YEAR,CORN," "," "," "," "," "," ","95,000"," "
2019,GEORGIA,13," "," ",YEAR,CORN," "," "," "," "," "," ","395,000"," "
2019,IDAHO,16," "," ",YEAR,CORN," "," "," "," "," "," ","390,000"," "
2019,ILLINOIS,17," "," ",YEAR,CORN," "," "," "," "," "," ","10,500,000"," "
2019,INDIANA,18," "," ",YEAR,CORN," "," "," "," "," "," ","4,950,000"," "
2019,IOWA,19," "," ",YEAR,CORN," "," "," "," "," "," ","13,400,000"," "
2019,KANSAS,20," "," ",YEAR,CORN," "," "," "," "," "," ","6,400,000"," "
2019,KENTUCKY,21," "," ",YEAR,CORN," "," "," "," "," "," ","1,550,000"," "
2019,LOUISIANA,22," "," ",YEAR,CORN," "," "," "," "," "," ","570,000"," "
2019,MAINE,23," "," ",YEAR,CORN," "," "," "," "," "," ","29,000"," "
2019,MARYLAND,24," "," ",YEAR,CORN," "," "," "," "," "," ","510,000"," "
2019,MASSACHUSETTS,25," "," ",YEAR,CORN," "," "," "," "," "," ","14,000"," "
2019,MICHIGAN,26," "," ",YEAR,CORN," "," "," "," "," "," ","2,000,000"," "
2019,MINNESOTA,27," "," ",YEAR,CORN," "," "," "," "," "," ","7,800,000"," "
2019,MISSISSIPPI,28," "," ",YEAR,CORN," "," "," "," "," "," ","660,000"," "
2019,MISSOURI,29," "," ",YEAR,CORN," "," "," "," "," "," ","3,200,000"," "
2019,MONTANA,30," "," ",YEAR,CORN," "," "," "," "," "," ","115,000"," "
2019,NEBRASKA,31," "," ",YEAR,CORN," "," "," "," "," "," ","10,100,000"," "
2019,NEVADA,32," "," ",YEAR,CORN," "," "," "," "," "," ","15,000"," "
2019,"NEW HAMPSHIRE",33," "," ",YEAR,CORN," "," "," "," "," "," ","12,000"," "
2019,"NEW JERSEY",34," "," ",YEAR,CORN," "," "," "," "," "," ","77,000"," "
2019,"NEW MEXICO",35," "," ",YEAR,CORN," "," "," "," "," "," ","150,000"," "
2019,"NEW YORK",36," "," ",YEAR,CORN," "," "," "," "," "," ","970,000"," "
2019,"NORTH CAROLINA",37," "," ",YEAR,CORN," "," "," "," "," "," ","990,000"," "
2019,"NORTH DAKOTA",38," "," ",YEAR,CORN," "," "," "," "," "," ","3,500,000"," "
2019,OHIO,39," "," ",YEAR,CORN," "," "," "," "," "," ","2,800,000"," "
2019,OKLAHOMA,40," "," ",YEAR,CORN," "," "," "," "," "," ","370,000"," "
2019,OREGON,41," "," ",YEAR,CORN," "," "," "," "," "," ","85,000"," "
2019,"OTHER STATES"," "," "," ",YEAR,CORN," "," "," "," "," "," ",0," "
2019,PENNSYLVANIA,42," "," ",YEAR,CORN," "," "," "," "," "," ","1,300,000"," "
2019,"RHODE ISLAND",44," "," ",YEAR,CORN," "," "," "," "," "," ","2,000"," "
2019,"SOUTH CAROLINA",45," "," ",YEAR,CORN," "," "," "," "," "," ","380,000"," "
2019,"SOUTH DAKOTA",46," "," ",YEAR,CORN," "," "," "," "," "," ","4,350,000"," "
2019,TENNESSEE,47," "," ",YEAR,CORN," "," "," "," "," "," ","970,000"," "
2019,TEXAS,48," "," ",YEAR,CORN," "," "," "," "," "," ","2,500,000"," "
2019,UTAH,49," "," ",YEAR,CORN," "," "," "," "," "," ","85,000"," "
2019,VERMONT,50," "," ",YEAR,CORN," "," "," "," "," "," ","81,000"," "
2019,VIRGINIA,51," "," ",YEAR,CORN," "," "," "," "," "," ","540,000"," "
2019,WASHINGTON,53," "," ",YEAR,CORN," "," "," "," "," "," ","170,000"," "
2019,"WEST VIRGINIA",54," "," ",YEAR,CORN," "," "," "," "," "," ","52,000"," "
2019,WISCONSIN,55," "," ",YEAR,CORN," "," "," "," "," "," ","3,800,000"," "
2019,WYOMING,56," "," ",YEAR,CORN," "," "," "," "," "," ","95,000"," "
2020,ALABAMA,01," "," ",YEAR,CORN," "," "," "," "," "," ","320,000"," "
2020,ARIZONA,04," "," ",YEAR,CORN," "," "," "," "," "," ","75,000"," "
2020,ARKANSAS,05," "," ",YEAR,CORN," "," "," "," "," "," ","620,000"," "
2020,CALIFORNIA,06," "," ",YEAR,CORN," "," "," "," "," "," ","440,000"," "
2020,COLORADO,08," "," ",YEAR,CORN," "," "," "," "," "," ","1,420,000"," "
2020,CONNECTICUT,09," "," ",YEAR,CORN," "," "," "," "," "," ","24,000"," "
2020,DELAWARE,10," "," ",YEAR,CORN," "," "," "," "," "," ","180,000"," "
2020,FLORIDA,12," "," ",YEAR,CORN," "," "," "," "," "," ","100,000"," "
2020,GEORGIA,13," "," ",YEAR,CORN," "," "," "," "," "," ","420,000"," "
2020,IDAHO,16," "," ",YEAR,CORN," "," "," "," "," "," ","390,000"," "
2020,ILLINOIS,17," "," ",YEAR,CORN," "," "," "," "," "," ","11,300,000"," "
2020,INDIANA,18," "," ",YEAR,CORN," "," "," "," "," "," ","5,400,000"," "
2020,IOWA,19," "," ",YEAR,CORN," "," "," "," "," "," ","13,600,000"," "
2020,KANSAS,20," "," ",YEAR,CORN," "," "," "," "," "," ","6,100,000"," "
2020,KENTUCKY,21," "," ",YEAR,CORN," "," "," "," "," "," ","1,470,000"," "
2020,LOUISIANA,22," "," ",YEAR,CORN," "," "," "," "," "," ","500,000"," "
2020,MAINE,23," "," ",YEAR,CORN," "," "," "," "," "," ","30,000"," "
2020,MARYLAND,24," "," ",YEAR,CORN," "," "," "," "," "," ","475,000"," "
2020,MASSACHUSETTS,25," "," ",YEAR,CORN," "," "," "," "," "," ","14,000"," "
2020,MICHIGAN,26," "," ",YEAR,CORN," "," "," "," "," "," ","2,350,000"," "
2020,MINNESOTA,27," "," ",YEAR,CORN," "," "," "," "," "," ","8,000,000"," "
2020,MISSISSIPPI,28," "," ",YEAR,CORN," "," "," "," "," "," ","510,000"," "
2020,MISSOURI,29," "," ",YEAR,CORN," "," "," "," "," "," ","3,450,000"," "
2020,MONTANA,30," "," ",YEAR,CORN," "," "," "," "," "," ","115,000"," "
2020,NEBRASKA,31," "," ",YEAR,CORN," "," "," "," "," "," ","10,200,000"," "
2020,NEVADA,32," "," ",YEAR,CORN," "," "," "," "," "," ","13,000"," "
2020,"NEW HAMPSHIRE",33," "," ",YEAR,CORN," "," "," "," "," "," ","13,000"," "
2020,"NEW JERSEY",34," "," ",YEAR,CORN," "," "," "," "," "," ","80,000"," "
2020,"NEW MEXICO",35," "," ",YEAR,CORN," "," "," "," "," "," ","125,000"," "
2020,"NEW YORK",36," "," ",YEAR,CORN," "," "," "," "," "," ","1,030,000"," "
2020,"NORTH CAROLINA",37," "," ",YEAR,CORN," "," "," "," "," "," ","990,000"," "
2020,"NORTH DAKOTA",38," "," ",YEAR,CORN," "," "," "," "," "," ","1,950,000"," "
2020,OHIO,39," "," ",YEAR,CORN," "," "," "," "," "," ","3,550,000"," "
2020,OKLAHOMA,40," "," ",YEAR,CORN," "," "," "," "," "," ","360,000"," "
2020,OREGON,41," "," ",YEAR,CORN," "," "," "," "," "," ","100,000"," "
2020,"OTHER STATES"," "," "," ",YEAR,CORN," "," "," "," "," "," ",0," "
2020,PENNSYLVANIA,42," "," ",YEAR,CORN," "," "," "," "," "," ","1,320,000"," "
2020,"RHODE ISLAND",44," "," ",YEAR,CORN," "," "," "," "," "," ","2,000"," "
2020,"SOUTH CAROLINA",45," "," ",YEAR,CORN," "," "," "," "," "," ","390,000"," "
2020,"SOUTH DAKOTA",46," "," ",YEAR,CORN," "," "," "," "," "," ","4,900,000"," "
2020,TENNESSEE,47," "," ",YEAR,CORN," "," "," "," "," "," ","860,000"," "
2020,TEXAS,48," "," ",YEAR,CORN," "," "," "," "," "," ","2,250,000"," "
2020,UTAH,49," "," ",YEAR,CORN," "," "," "," "," "," ","85,000"," "
2020,VERMONT,50," "," ",YEAR,CORN," "," "," "," "," "," ","85,000"," "
2020,VIRGINIA,51," "," ",YEAR,CORN," "," "," "," "," "," ","540,000"," "
2020,WASHINGTON,53," "," ",YEAR,CORN," "," "," "," "," "," ","195,000"," "
2020,"WEST VIRGINIA",54," "," ",YEAR,CORN," "," "," "," "," "," ","46,000"," "
2020,WISCONSIN,55," "," ",YEAR,CORN," "," "," "," "," "," ","3,950,000"," "
2020,WYOMING,56," "," ",YEAR,CORN," "," "," "," "," "," ","95,000"," "
2021,ALABAMA,01," "," ",YEAR,CORN," "," "," "," "," "," ","330,000"," "
2021,ARIZONA,04," "," ",YEAR,CORN," "," "," "," "," "," ","95,000"," "
2021,ARKANSAS,05," "," ",YEAR,CORN," "," "," "," "," "," ","850,000"," "
2021,CALIFORNIA,06," "," ",YEAR,CORN," "," "," "," "," "," ","400,000"," "
2021,COLORADO,08," "," ",YEAR,CORN," "," "," "," "," "," ","1,370,000"," "
2021,CONNECTICUT,09," "," ",YEAR,CORN," "," "," "," "," "," ","24,000"," "
2021,DELAWARE,10," "," ",YEAR,CORN," "," "," "," "," "," ","170,000"," "
2021,FLORIDA,12," "," ",YEAR,CORN," "," "," "," "," "," ","95,000"," "
2021,GEORGIA,13," "," ",YEAR,CORN," "," "," "," "," "," ","470,000"," "
2021,IDAHO,16," "," ",YEAR,CORN," "," "," "," "," "," ","380,000"," "
2021,ILLINOIS,17," "," ",YEAR,CORN," "," "," "," "," "," ","11,000,000"," "
2021,INDIANA,18," "," ",YEAR,CORN," "," "," "," "," "," ","5,400,000"," "
2021,IOWA,19," "," ",YEAR,CORN," "," "," "," "," "," ","12,900,000"," "
2021,KANSAS,20," "," ",YEAR,CORN," "," "," "," "," "," ","5,700,000"," "
2021,KENTUCKY,21," "," ",YEAR,CORN," "," "," "," "," "," ","1,530,000"," "
2021,LOUISIANA,22," "," ",YEAR,CORN," "," "," "," "," "," ","580,000"," "
2021,MAINE,23," "," ",YEAR,CORN," "," "," "," "," "," ","30,000"," "
2021,MARYLAND,24," "," ",YEAR,CORN," "," "," "," "," "," ","460,000"," "
2021,MASSACHUSETTS,25," "," ",YEAR,CORN," "," "," "," "," "," ","14,000"," "
2021,MICHIGAN,26," "," ",YEAR,CORN," "," "," "," "," "," ","2,350,000"," "
2021,MINNESOTA,27," "," ",YEAR,CORN," "," "," "," "," "," ","8,350,000"," "
2021,MISSISSIPPI,28," "," ",YEAR,CORN," "," "," "," "," "," ","730,000"," "
2021,MISSOURI,29," "," ",YEAR,CORN," "," "," "," "," "," ","3,600,000"," "
2021,MONTANA,30," "," ",YEAR,CORN," "," "," "," "," "," ","120,000"," "
2021,NEBRASKA,31," "," ",YEAR,CORN," "," "," "," "," "," ","9,900,000"," "
2021,NEVADA,32," "," ",YEAR,CORN," "," "," "," "," "," ","13,000"," "
2021,"NEW HAMPSHIRE",33," "," ",YEAR,CORN," "," "," "," "," "," ","13,000"," "
2021,"NEW JERSEY",34," "," ",YEAR,CORN," "," "," "," "," "," ","75,000"," "
2021,"NEW MEXICO",35," "," ",YEAR,CORN," "," "," "," "," "," ","120,000"," "
2021,"NEW YORK",36," "," ",YEAR,CORN," "," "," "," "," "," ","1,030,000"," "
2021,"NORTH CAROLINA",37," "," ",YEAR,CORN," "," "," "," "," "," ","960,000"," "
2021,"NORTH DAKOTA",38," "," ",YEAR,CORN," "," "," "," "," "," ","4,100,000"," "
2021,OHIO,39," "," ",YEAR,CORN," "," "," "," "," "," ","3,550,000"," "
2021,OKLAHOMA,40," "," ",YEAR,CORN," "," "," "," "," "," ","340,000"," "
2021,OREGON,41," "," ",YEAR,CORN," "," "," "," "," "," ","95,000"," "
2021,"OTHER STATES"," "," "," ",YEAR,CORN," "," "," "," "," "," ",0," "
2021,PENNSYLVANIA,42," "," ",YEAR,CORN," "," "," "," "," "," ","1,180,000"," "
2021,"RHODE ISLAND",44," "," ",YEAR,CORN," "," "," "," "," "," ","2,000"," "
2021,"SOUTH CAROLINA",45," "," ",YEAR,CORN," "," "," "," "," "," ","390,000"," "
2021,"SOUTH DAKOTA",46," "," ",YEAR,CORN," "," "," "," "," "," ","6,150,000"," "
2021,TENNESSEE,47," "," ",YEAR,CORN," "," "," "," "," "," ","990,000"," "
2021,TEXAS,48," "," ",YEAR,CORN," "," "," "," "," "," ","2,150,000"," "
2021,UTAH,49," "," ",YEAR,CORN," "," "," "," "," "," ","65,000"," "
2021,VERMONT,50," "," ",YEAR,CORN," "," "," "," "," "," ","85,000"," "
2021,VIRGINIA,51," "," ",YEAR,CORN," "," "," "," "," "," ","490,000"," "
2021,WASHINGTON,53," "," ",YEAR,CORN," "," "," "," "," "," ","165,000"," "
2021,"WEST VIRGINIA",54," "," ",YEAR,CORN," "," "," "," "," "," ","45,000"," "
2021,WISCONSIN,55," "," ",YEAR,CORN," "," "," "," "," "," ","3,950,000"," "
2021,WYOMING,56," "," ",YEAR,CORN," "," "," "," "," "," ","95,000"," "
2022,ALABAMA,01," "," ",YEAR,CORN," "," "," "," "," "," ","300,000"," "
2022,ARIZONA,04," "," ",YEAR,CORN," "," "," "," "," "," ","90,000"," "
2022,ARKANSAS,05," "," ",YEAR,CORN," "," "," "," "," "," ","710,000"," "
2022,CALIFORNIA,06," "," ",YEAR,CORN," "," "," "," "," "," ","360,000"," "
2022,COLORADO,08," "," ",YEAR,CORN," "," "," "," "," "," ","1,340,000"," "
2022,CONNECTICUT,09," "," ",YEAR,CORN," "," "," "," "," "," ","24,000"," "
2022,DELAWARE,10," "," ",YEAR,CORN," "," "," "," "," "," ","160,000"," "
2022,FLORIDA,12," "," ",YEAR,CORN," "," "," "," "," "," ","85,000"," "
2022,GEORGIA,13," "," ",YEAR,CORN," "," "," "," "," "," ","415,000"," "
2022,IDAHO,16," "," ",YEAR,CORN," "," "," "," "," "," ","310,000"," "
2022,ILLINOIS,17," "," ",YEAR,CORN," "," "," "," "," "," ","10,800,000"," "
2022,INDIANA,18," "," ",YEAR,CORN," "," "," "," "," "," ","5,250,000"," "
2022,IOWA,19," "," ",YEAR,CORN," "," "," "," "," "," ","12,900,000"," "
2022,KANSAS,20," "," ",YEAR,CORN," "," "," "," "," "," ","5,500,000"," "
2022,KENTUCKY,21," "," ",YEAR,CORN," "," "," "," "," "," ","1,420,000"," "
2022,LOUISIANA,22," "," ",YEAR,CORN," "," "," "," "," "," ","450,000"," "
2022,MAINE,23," "," ",YEAR,CORN," "," "," "," "," "," ","29,000"," "
2022,MARYLAND,24," "," ",YEAR,CORN," "," "," "," "," "," ","420,000"," "
2022,MASSACHUSETTS,25," "," ",YEAR,CORN," "," "," "," "," "," ","14,000"," "
2022,MICHIGAN,26," "," ",YEAR,CORN," "," "," "," "," "," ","2,300,000"," "
2022,MINNESOTA,27," "," ",YEAR,CORN," "," "," "," "," "," ","8,000,000"," "
2022,MISSISSIPPI,28," "," ",YEAR,CORN," "," "," "," "," "," ","580,000"," "
2022,MISSOURI,29," "," ",YEAR,CORN," "," "," "," "," "," ","3,350,000"," "
2022,MONTANA,30," "," ",YEAR,CORN," "," "," "," "," "," ","130,000"," "
2022,NEBRASKA,31," "," ",YEAR,CORN," "," "," "," "," "," ","9,600,000"," "
2022,NEVADA,32," "," ",YEAR,CORN," "," "," "," "," "," ","12,000"," "
2022,"NEW HAMPSHIRE",33," "," ",YEAR,CORN," "," "," "," "," "," ","13,000"," "
2022,"NEW JERSEY",34," "," ",YEAR,CORN," "," "," "," "," "," ","68,000"," "
2022,"NEW MEXICO",35," "," ",YEAR,CORN," "," "," "," "," "," ","100,000"," "
2022,"NEW YORK",36," "," ",YEAR,CORN," "," "," "," "," "," ","1,010,000"," "
2022,"NORTH CAROLINA",37," "," ",YEAR,CORN," "," "," "," "," "," ","820,000"," "
2022,"NORTH DAKOTA",38," "," ",YEAR,CORN," "," "," "," "," "," ","2,950,000"," "
2022,OHIO,39," "," ",YEAR,CORN," "," "," "," "," "," ","3,400,000"," "
2022,OKLAHOMA,40," "," ",YEAR,CORN," "," "," "," "," "," ","350,000"," "
2022,OREGON,41," "," ",YEAR,CORN," "," "," "," "," "," ","80,000"," "
2022,"OTHER STATES"," "," "," ",YEAR,CORN," "," "," "," "," "," ",0," "
2022,PENNSYLVANIA,42," "," ",YEAR,CORN," "," "," "," "," "," ","1,020,000"," "
2022,"RHODE ISLAND",44," "," ",YEAR,CORN," "," "," "," "," "," ","2,000"," "
2022,"SOUTH CAROLINA",45," "," ",YEAR,CORN," "," "," "," "," "," ","320,000"," "
2022,"SOUTH DAKOTA",46," "," ",YEAR,CORN," "," "," "," "," "," ","5,750,000"," "
2022,TENNESSEE,47," "," ",YEAR,CORN," "," "," "," "," "," ","830,000"," "
2022,TEXAS,48," "," ",YEAR,CORN," "," "," "," "," "," ","2,150,000"," "
2022,UTAH,49," "," ",YEAR,CORN," "," "," "," "," "," ","60,000"," "
2022,VERMONT,50," "," ",YEAR,CORN," "," "," "," "," "," ","90,000"," "
2022,VIRGINIA,51," "," ",YEAR,CORN," "," "," "," "," "," ","430,000"," "
2022,WASHINGTON,53," "," ",YEAR,CORN," "," "," "," "," "," ","135,000"," "
2022,"WEST VIRGINIA",54," "," ",YEAR,CORN," "," "," "," "," "," ","40,000"," "
2022,WISCONSIN,55," "," ",YEAR,CORN," "," "," "," "," "," ","3,900,000"," "
2022,WYOMING,56," "," ",YEAR,CORN," "," "," "," "," "," ","95,000"," "
2023,ALABAMA,01," "," ",YEAR,CORN," "," "," "," "," "," ","330,000"," "
2023,ARIZONA,04," "," ",YEAR,CORN," "," "," "," "," "," ","105,000"," "
2023,ARKANSAS,05," "," ",YEAR,CORN," "," "," "," "," "," ","850,000"," "
2023,CALIFORNIA,06," "," ",YEAR,CORN," "," "," "," "," "," ","400,000"," "
2023,COLORADO,08," "," ",YEAR,CORN," "," "," "," "," "," ","1,330,000"," "
2023,CONNECTICUT,09," "," ",YEAR,CORN," "," "," "," "," "," ","24,000"," "
2023,DELAWARE,10," "," ",YEAR,CORN," "," "," "," "," "," ","175,000"," "
2023,FLORIDA,12," "," ",YEAR,CORN," "," "," "," "," "," ","90,000"," "
2023,GEORGIA,13," "," ",YEAR,CORN," "," "," "," "," "," ","485,000"," "
2023,IDAHO,16," "," ",YEAR,CORN," "," "," "," "," "," ","360,000"," "
2023,ILLINOIS,17," "," ",YEAR,CORN," "," "," "," "," "," ","11,200,000"," "
2023,INDIANA,18," "," ",YEAR,CORN," "," "," "," "," "," ","5,450,000"," "
2023,IOWA,19," "," ",YEAR,CORN," "," "," "," "," "," ","13,100,000"," "
2023,KANSAS,20," "," ",YEAR,CORN," "," "," "," "," "," ","5,750,000"," "
2023,KENTUCKY,21," "," ",YEAR,CORN," "," "," "," "," "," ","1,600,000"," "
2023,LOUISIANA,22," "," ",YEAR,CORN," "," "," "," "," "," ","700,000"," "
2023,MAINE,23," "," ",YEAR,CORN," "," "," "," "," "," ","28,000"," "
2023,MARYLAND,24," "," ",YEAR,CORN," "," "," "," "," "," ","480,000"," "
2023,MASSACHUSETTS,25," "," ",YEAR,CORN," "," "," "," "," "," ","14,000"," "
2023,MICHIGAN,26," "," ",YEAR,CORN," "," "," "," "," "," ","2,400,000"," "
2023,MINNESOTA,27," "," ",YEAR,CORN," "," "," "," "," "," ","8,600,000"," "
2023,MISSISSIPPI,28," "," ",YEAR,CORN," "," "," "," "," "," ","790,000"," "
2023,MISSOURI,29," "," ",YEAR,CORN," "," "," "," "," "," ","3,850,000"," "
2023,MONTANA,30," "," ",YEAR,CORN," "," "," "," "," "," ","135,000"," "
2023,NEBRASKA,31," "," ",YEAR,CORN," "," "," "," "," "," ","9,950,000"," "
2023,NEVADA,32," "," ",YEAR,CORN," "," "," "," "," "," ","13,000"," "
2023,"NEW HAMPSHIRE",33," "," ",YEAR,CORN," "," "," "," "," "," ","13,000"," "
2023,"NEW JERSEY",34," "," ",YEAR,CORN," "," "," "," "," "," ","74,000"," "
2023,"NEW MEXICO",35," "," ",YEAR,CORN," "," "," "," "," "," ","125,000"," "
2023,"NEW YORK",36," "," ",YEAR,CORN," "," "," "," "," "," ","1,040,000"," "
2023,"NORTH CAROLINA",37," "," ",YEAR,CORN," "," "," "," "," "," ","950,000"," "
2023,"NORTH DAKOTA",38," "," ",YEAR,CORN," "," "," "," "," "," ","4,050,000"," "
2023,OHIO,39," "," ",YEAR,CORN," "," "," "," "," "," ","3,600,000"," "
2023,OKLAHOMA,40," "," ",YEAR,CORN," "," "," "," "," "," ","390,000"," "
2023,OREGON,41," "," ",YEAR,CORN," "," "," "," "," "," ","95,000"," "
2023,"OTHER STATES"," "," "," ",YEAR,CORN," "," "," "," "," "," ",0," "
2023,PENNSYLVANIA,42," "," ",YEAR,CORN," "," "," "," "," "," ","1,040,000"," "
2023,"RHODE ISLAND",44," "," ",YEAR,CORN," "," "," "," "," "," ","2,000"," "
2023,"SOUTH CAROLINA",45," "," ",YEAR,CORN," "," "," "," "," "," ","365,000"," "
2023,"SOUTH DAKOTA",46," "," ",YEAR,CORN," "," "," "," "," "," ","6,300,000"," "
2023,TENNESSEE,47," "," ",YEAR,CORN," "," "," "," "," "," ","940,000"," "
2023,TEXAS,48," "," ",YEAR,CORN," "," "," "," "," "," ","2,500,000"," "
2023,UTAH,49," "," ",YEAR,CORN," "," "," "," "," "," ","75,000"," "
2023,VERMONT,50," "," ",YEAR,CORN," "," "," "," "," "," ","89,000"," "
2023,VIRGINIA,51," "," ",YEAR,CORN," "," "," "," "," "," ","495,000"," "
2023,WASHINGTON,53," "," ",YEAR,CORN," "," "," "," "," "," ","160,000"," "
2023,"WEST VIRGINIA",54," "," ",YEAR,CORN," "," "," "," "," "," ","44,000"," "
2023,WISCONSIN,55," "," ",YEAR,CORN," "," "," "," "," "," ","4,000,000"," "
2023,WYOMING,56," "," ",YEAR,CORN," "," "," "," "," "," ","85,000"," "
2013,ALABAMA,01," "," ",YEAR,"CORN, GRAIN","295,000","204,249,000","43,365,000",147," "," "," "," "
2013,ALABAMA,01," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.71
2013,ARIZONA,04," "," ",YEAR,"CORN, GRAIN","51,000","53,169,000","9,027,000",177," "," "," "," "
2013,ARIZONA,04," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",5.89
2013,ARKANSAS,05," "," ",YEAR,"CORN, GRAIN","870,000","828,518,000","161,820,000",186," "," "," "," "
2013,ARKANSAS,05," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",5.12
2013,CALIFORNIA,06," "," ",YEAR,"CORN, GRAIN","180,000","183,245,000","34,380,000",191," "," "," "," "
2013,CALIFORNIA,06," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",5.33
2013,COLORADO,08," "," ",YEAR,"CORN, GRAIN","980,000","591,832,000","128,380,000",131," "," "," "," "
2013,COLORADO,08," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.61
2013,DELAWARE,10," "," ",YEAR,"CORN, GRAIN","174,000","142,687,000","28,884,000",166," "," "," "," "
2013,DELAWARE,10," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.94
2013,FLORIDA,12," "," ",YEAR,"CORN, GRAIN","78,000","46,787,000","10,374,000",133," "," "," "," "
2013,FLORIDA,12," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.51
2013,GEORGIA,13," "," ",YEAR,"CORN, GRAIN","465,000","420,709,000","81,375,000",175," "," "," "," "
2013,GEORGIA,13," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",5.17
2013,IDAHO,16," "," ",YEAR,"CORN, GRAIN","115,000","102,202,000","20,815,000",181," "," "," "," "
2013,IDAHO,16," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.91
2013,ILLINOIS,17," "," ",YEAR,"CORN, GRAIN","11,800,000","9,493,808,000","2,100,400,000",178," "," "," "," "
2013,ILLINOIS,17," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.52
2013,INDIANA,18," "," ",YEAR,"CORN, GRAIN","5,830,000","4,612,638,000","1,031,910,000",177," "," "," "," "
2013,INDIANA,18," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.47
2013,IOWA,19," "," ",YEAR,"CORN, GRAIN","13,050,000","9,609,498,000","2,140,200,000",164," "," "," "," "
2013,IOWA,19," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.49
2013,KANSAS,20," "," ",YEAR,"CORN, GRAIN","4,000,000","2,262,960,000","504,000,000",126," "," "," "," "
2013,KANSAS,20," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.49
2013,KENTUCKY,21," "," ",YEAR,"CORN, GRAIN","1,430,000","1,135,277,000","243,100,000",170," "," "," "," "
2013,KENTUCKY,21," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.67
2013,LOUISIANA,22," "," ",YEAR,"CORN, GRAIN","670,000","591,141,000","115,910,000",173," "," "," "," "
2013,LOUISIANA,22," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",5.1
2013,MARYLAND,24," "," ",YEAR,"CORN, GRAIN","420,000","321,182,000","66,360,000",158," "," "," "," "
2013,MARYLAND,24," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.84
2013,MICHIGAN,26," "," ",YEAR,"CORN, GRAIN","2,230,000","1,444,817,000","345,650,000",155," "," "," "," "
2013,MICHIGAN,26," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.18
2013,MINNESOTA,27," "," ",YEAR,"CORN, GRAIN","8,140,000","5,565,318,000","1,294,260,000",159," "," "," "," "
2013,MINNESOTA,27," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.3
2013,MISSISSIPPI,28," "," ",YEAR,"CORN, GRAIN","830,000","737,704,000","146,080,000",176," "," "," "," "
2013,MISSISSIPPI,28," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",5.05
2013,MISSOURI,29," "," ",YEAR,"CORN, GRAIN","3,200,000","1,988,864,000","435,200,000",136," "," "," "," "
2013,MISSOURI,29," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.57
2013,MONTANA,30," "," ",YEAR,"CORN, GRAIN","75,000","36,829,000","8,625,000",115," "," "," "," "
2013,MONTANA,30," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.27
2013,NEBRASKA,31," "," ",YEAR,"CORN, GRAIN","9,550,000","7,214,357,000","1,613,950,000",169," "," "," "," "
2013,NEBRASKA,31," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.47
2013,"NEW JERSEY",34," "," ",YEAR,"CORN, GRAIN","80,000","51,819,000","11,120,000",139," "," "," "," "
2013,"NEW JERSEY",34," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.66
2013,"NEW MEXICO",35," "," ",YEAR,"CORN, GRAIN","38,000","37,400,000","7,220,000",190," "," "," "," "
2013,"NEW MEXICO",35," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",5.18
2013,"NEW YORK",36," "," ",YEAR,"CORN, GRAIN","690,000","427,276,000","94,530,000",137," "," "," "," "
